KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
language_names.ia,IA language name, Interlingua,国际语,इंटरलिंगुआ,Interlingua,Interlingua,اللغة الإصطناعية,আন্তঃলিঙ্গুয়া,Interlíngua,Интерлингва,Interlingua,انٹرلنگوا,Interlingua,インターリングア,Lugha mbalimbali,Interlingua,Interlingua,Interlingua,İnterlingua,Interlingua,Interlingua,인테르링구아,ઇંટરલિંગુઆ,Interlingua,Interlingua,Інтерлінгва,Interlingua,Interlingua,Interlingua,Interlingua,,,,,,,,ინტერლინგუა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.id,ID language name, Indonesian,印度尼西亚语,इंडोनेशियाई,Indonesio,Indonésien,الإندونيسية,ইন্দোনেশীয়,Indonésio,Индонезийский,Indonesia,انڈونيشين,Indonesisch,インドネシア語,Kiindoneshia,इंडोनेशियन,ఇండోనేషియన్,இந்தோனேஷியன்,Endonezya dili,Tiếng In-đô-nê-xi-a,Indonesiano,인도네시아어,ઇન્ડોનેશિયન,اندونزیایی,Indonezyjski,Індонезійська,Indoneziană,Indonesisch,Indonesiska,Indonesisk,,,,,,,,ინდონეზიური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ie,IE language name, Interlingue,舌间,अन्तर्भाष,Interlingue,Interlingue,Interlinggue,আন্তঃভাষা,Interlingue,Интерлинг,Interlingue,Interlingue,Interlingue,インターリンギュ,Lugha mbalimbali,Interlingue,ఇంటర్ లింగ్యూ,இடைச்செருகல்,Interlingue (Aktarma),Kẽ trường,Interlingue,인터링그,ઈન્ટરલિંગ્યુ,بین زبانی,Międzynarodowa Biblioteka Interlingue,Інтерлінга,Interlingue,Tussenspel,Interlingue,Sprog,,,,,,,,ინტერლინგუე,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ig,IG language name, Igbo,伊博语,इग्बो,Igbo,Igbo,إيجبو,ইগবো,Igbo,Игбо,Bahasa Igbo,Igbo,Igbo,イボ語,Igbo,Igbo,Igbo,இக்போ,İbo dili,Igbo,Igbo,이그보어,ઈગ્બો,ایگبو,Igbo,Ігбо,Ionescu,Igbo,Ibo,Igbo,,,,,,,,იგბო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ii,II language name, Sichuan Yi,四川易,सिचुआन यी,Sichuan Yi,Yi de Sichuan,سيتشوان يي,সিচুয়ান ই,Sichuan Yi,Сычуань И,Sichuan Yi,سیچوان یی,Sichuan Yi,四川省,Sichuan Yi,Sichuan Yi,Sichuan Yi,சிச்சுவான் யீ,Siçuan Yi,Tứ Xuyên Yi,Sichuan Yi,쓰촨이,સિચુઆન યી,سیچوان یی,Syczuan Yi,Сичуань І,Sichuan Yi,Sichuan Yi,Sichuan Yi,Sichuan Yi,,,,,,,,სიჩუან იი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ik,IK language name, Inupiaq,因努皮亚克,इनुपियाक,Inupiaq,L’Inupiaq,إينوبياق,ইনুপিয়াক,Inupiaq,Инупиак,Bahasa Inupiaq,Inupiaq,Inupiaq,イヌピアック,Inupiaq,Inupiaq,Inupiaq,இனுபியாக்,İnupiaq Dili,Inupiaq,Inupiaq,이누피아크,ઈનુપીઆક,اینوپیاک,Inupiaq powiedział:,Інупіак,Inupiaq,Inupiaq,Inupiaq,Inupiaq,,,,,,,,Inupiaq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.io,IO language name, Ido,伊多语,इडो,Ido,Ido,ايدو,ইডো,Ido,Идо,Ido,Ido,Ido,イド語,Ido,Ido,Ido,ஐடோ,Inan,Ido,Ido,이도,Ido,ایدو,Ido,Ідо,Ido,Ido,Ido,Ido,,,,,,,,იდო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.is,IS language name, Icelandic,冰岛语,आइसलैंडिक,Islandés,Islandais,الأيسلندية,আইসল্যান্ডীয়,Islandês,Исландский,Islandia,آئسلينڈک,Isländisch,アイスランド語,Kiaisilandi,आइसलँडिक,ఐస్‌లాండిక్,ஐஸ்லாந்திக்,İzlanda dili,Tiếng Băng đảo,Islandese,아이슬란드어,આઇસલેન્ડિક,ایسلندی,Islandzki,Ісландська,Islandeză,IJslands,Isländska,Islandsk,,,,,,,,ისლანდიური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.it,IT language name, Italian,意大利语,इटैलियन,Italiano,Italien,الإيطالية,ইতালীয়,Italiano,Итальянский,Italia,اطالوی,Italienisch,イタリア語,Kiitaliano,इटालियन,ఇటాలియన్,இத்தாலியன்,İtalyanca,Tiếng Ý,Italiano,이탈리아어,ઇટાલિયન,ایتالیایی,Włoski,Італійська,Italiană,Italiaans,Italienska,Italiensk,,,,,,,,იტალიური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.iu,IU language name, Inuktitut,因纽特语,इनुक्तितुत,Inuktitut,Inuktitut,إنوكتيتوت,ইনুকটিটুট,Inuktitut,Инуктитут,Bahasa Inuktitut,Inuktitut,Inuktitut,イヌクティトゥット語,Kiinuktituti,Inuktitut,Inuktitut,இனுக்டிடுட்,İnuit dili,Tiếng Inuktitut,Inuktitut,이누크티투트족,ઈનુક્ટીટુટ,اینوکتیتوت,Inuktitut,Інуктитут,Inuktitut,Inuktitut,Inuktitut,Inuktitut,,,,,,,,Inuktitut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ja,JA language name, Japanese,日语,जापानी,Japonés,Japonais,اليابانية,জাপানী,Japonês,Японский,Jepang,جاپانی,Japanisch,日本語,Kijapani,जपानी,జపనీస్,ஜப்பானி,Japonca,Tiếng Nhật,Giapponese,일본어,જાપાની,ژاپنی,Japoński,Японська,Japoneză,Japans,Japanska,Japansk,,,,,,,,იაპონური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.jv,JV language name, Javanese,爪哇语,जावानीस,Javanés,Javanais,الجاويه,জাভানিজ,Javanês,Яванский,Bahasa Jawa,Javanese,Javanisch,ジャワ語,Kijavanese,Javanese,Javanese,ஜாவானீஸ்,Cava,Java,Giavanese,자바어,જાવાનીઝ,جاوه ای,Jawajski,Яванська,Javaneză,Javaans,Javanesiska,Javanesisk,,,,,,,,იავნაური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ka,KA language name,Georgian,乔治亚语,जॉर्जियन,Georgiano,Géorgien,الجورجية,জর্জিয়ান,Georgiano,Грузинский,Georgian,جورجين,Georgisch,グルジア語,Kijojia,जॉर्जियन,జార్జియన్,ஜார்ஜியன்,Gürcüce,Georgian,Georgiano,그루지야어,જ્યોર્જિયન,گرجی,Gruziński,Грузинська,Gruzină,Georgisch,Georgiska,Georgisk,,,,,,,,ქართული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kg,KG language name, Kongo,刚果语,कोंगो,Kongo,Kongo,كونغو,কঙ্গো,Kongo,Конго,Kongo,کانگو,Kongo,コンゴ語,Kongo,Kongo,Kongo,காங்கோ,Kongo Belediyesi,Kongo,Kongo,콩고어,કોંગો,کنگو,Kongo,Конго,Kongo,Kongo,Kongo,Kongo,,,,,,,,კონგო,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kikongo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ki,KI language name, Kikuyu,基库尤语,किकुयू,Kikuyu,Kikuyu,كيكويو,কিকুয়ু,Kikuyu,Кикуйю,Kikuyu,Kikuyu,Kikuyu,キクユ,Kikuyu,Kikuyu,Kikuuu,கிக்குயு,Kısa,Kikuyu,Kikuyu,키쿠유,કિકુયુ,کیکویو,Kikuyu,Кікуйю,Kikuyu,Kikuyu,Kikuyu,Kikuyu,,,,,,,,კიკუიუ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G√Ü¬í√Ç¬©k√¢¬â¬à√Ç¬©y√¢¬â¬à√Ç¬©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kj,KJ language name, Kuanyama,宽山,कुआन्यामा,Kuanyama,Kuanyama,كوانياما,কুয়ানিয়ামা,Kuanyama,Куаньяма,Kuanyama,Kuanyama,Kuanyama,クアンヤマ,Kuanyama,कुआन्यामा,Kuanyama,குன்யாமா,Kuanyama,Kuanyama,Kuanyama,콴야마,કુઆન્યામા,کوانیاما,Kuanyama powiedział:,Куаньяма,Kuanyama,Kuanyama,Kuanyama,Kuanyama,,,,,,,,კუანიამა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kuanyama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kk,KK language name, Kazakh,哈萨克语,कज़ाख़,Kazajo,Kazakh,الكازاخية,কাজাখ,Cazaque,Казахский,Kazakh,کازکھ,Kasachisch,カザフ語,Kikazakh,कझाक,కజఖ్,கஜாக்,Kazakça,Kazakh,Kazaco,카자흐어,કઝાક,قزاقستان,Kazachski,Казахська,Kazahă,Kazachstaans,Kazakiska,Kasakhisk,,,,,,,,ყაზახური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kl,KL language name, Kalaallisut,卡拉利苏特,कलालिसुत,Groenlandés,Groenlandais,كالاليسوت,কালাল্লিসুত,Kalaallisut,Калааллисут,Kalaallisut,Kalaallisut,Kalaallisut,カラアリスット,Kalaallisut,Kalaallisut,Kalaallisut,கலாலிசூட்,Kalaallisut,Kalaallisut,Kalaallisut,칼라알리수트,કાલાલીસ્યુટ,گرینلندی,Grenlandzki,Kalaallisut,Kalaallisut,Kalaallisut,Kalaallisut,Kalaallisut,,,,,,,,კალალისუტი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalaallisut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.km,KM language name, Central Khmer,中高棉,सेंट्रल खमेर,Jemer central,Central Khmer,الخمير الوسطى,মধ্য খেমার,Central Khmer,Центральный кхмерский язык,Khmer Tengah,وسطی خمیر,Zentral-Khmer,中央クメール語,Khmer ya Kati,मध्य खमेर,సెంట్రల్ ఖ్మేర్,மத்திய கெமர்,Merkez Khmer,Tiếng Khmer miền Trung,Khmer centrale,중부 크메르,કેન્દ્રિય ખ્મેરwaters_ world- class. kgm,خمر مرکزی,Khmerowie Środkowi,Центральний кхмер,Khmerul central,Centraal-Khmer,Centrala khmererna,Centrale Khmer,,,,,,,,ცენტრალური ხმერთი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kn,KN language name, Kannada,卡纳拉语,कन्नड़,Kannada,Canara,الكندية,কন্নড়,Kannada,Каннада,Kannada,کاناڈا,Kannada,カナラ語,Kikannada,कन्नड,కన్నడ,கன்னடா,Kannada dili,Kannada,Kannada,칸나다어,કન્નડ,کانادا,Kannada,Каннада,Kannada,Kannada,Kannada,Kannada,,,,,,,,კანარა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ko,KO language name, Korean,朝鲜语,कोरियाई,Coreano,Coréen,الكورية,কোরিয়ান,Coreano,Корейский,Korea,کوريئن,Koreanisch,韓国語,Kikorea,कोरियन,కొరియన్,கொரியன்,Kore dili,Tiếng Triều Tiên,Coreano,한국어,કોરિયન,کره ای,Koreański,Корейська,Coreeană,Koreaans,Koreanska,Koreansk,,,,,,,,კორეული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kr,KR language name, Kanuri,卡努里,कनुरी,Kanuri,Kanouri,كانوري,কানুরি,Kanuri,Канури,Kanuri,Kanuri,Kanuri,カヌリ,Kanuri,कनुरी,కానూరి,கானுரி,Karaca,Kanuri,Kanuri,카누리,કન્ુરી,کانوری,Kanuri,Канурі,Kanuri,Kanuri,Kanuri Kanuri,Kanuri,,,,,,,,კანური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ks,KS language name, Kashmiri,克什米尔,कश्मीरी,Cachemir,Kashmiri,كشميري,কাশ্মীরি,Caxemirense,Кашмири,Kashmir,کشمیری,Kashmiri,カシミール,Kashmiri,काश्मिरी,కాశ్మీరీ,காஷ்மீரி,Karakaya,Kashmiri,Kashmiri,카슈미르어,કશ્મીરી,کشمیری,Kaszmiru,Кашмірі,Kashmir,Kashmiri,Kashmir,Kashmir,,,,,,,,ქაშმირი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ku,KU language name, Kurdish,库尔德语,कुर्दी,Kurdo,Kurde,كردي,কুর্দি,Curdo,Курдский,Kurdi,کردی,Kurdisch,クルド語,Kikurdi,कुर्दिश,కుర్దిష్,குர்திஷ்,Kürtçe,Tiếng Kurd,Curdo,쿠르드어,કુર્દિશ,کردی,Kurdyjski,Курдська,Kurdă,Koerdisch,Kurdiska,Kurdisk,,,,,,,,ქურთული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kurd√¢¬à¬ö√É¬Ü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kv,KV language name, Komi,科米,कोमी,Komi,Kom,كومي,কোমি,Komi,Коми,Komi,Komi,Komi,コミ,Komi,कोमी,Komi,கோமி,Komi Belediyesi,Komi,Komi,덤,કોમી,کومی,Komi,Комі,Komi,Komi,Komi,Komi,,,,,,,,კომი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,√¢¬Ä¬ì√É¬∂√¢¬Ä¬ì√É¬¶√¢¬Ä¬ì√Ç¬∫√¢¬Ä¬ì√¢¬à¬è √¢¬Ä¬ì√¢¬à¬´√¢¬Ä¬î√É¬£√¢¬Ä¬ì√¢¬â¬§,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.kw,KW language name, Cornish,康沃尔语,कॉर्निश भाषा,Córnico,Cornique,كورنيش,কর্নিশ,Córnico,Корнуоллский,Cornish,Cornish,Kornisch,コーンウォール語,Cornish,कॉर्निश,కార్నిష్,கார்னிஷ்,Cornish,Cornish,Cornico,콘월어,કોર્નિશ,کورنیش,Kornwalijski,Корніш,Cornish,Cornish,Korniska,Kornisk,,,,,,,,რქოვანას,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kernewek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
language_names.ky,KY language name, Kirghiz,吉尔吉斯语,किरगिज़,Kirghiz,Kirghiz,قرغيز,কিরগিজ,Quirguiz,Киргизский,Kirghiz,Kirghiz,Kirgisisch,キルギス,Kirghiz,Kirghiz,Kirghiz,கிர்கீஸ்,Kırgızca,Kirghiz,Kirghiso,키르기스,કિર્ગીઝ,قرقیزستان,Kirgiski,Киргизька,Kârgâză,Kirgizisch,Kirgiziska,Kirgisisk,,,,,,,,კირგიზი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
